sku,nom,categorie,prix_dt,disponibilite,caracteristiques,description
LS-CO-003786,Résistance 30Ω 1W ±5% (CMS 0805),Composants,0.15,en stock,"30Ω, 1W, tolérance ±5%, CMS 0805","Résistance 30Ω, 1W, ±5%, boîtier CMS 0805."
LS-CO-003787,Résistance 30Ω 1W ±5% (CMS 1206),Composants,0.15,en stock,"30Ω, 1W, tolérance ±5%, CMS 1206","Résistance 30Ω, 1W, ±5%, boîtier CMS 1206."
LS-CO-003788,Résistance 30Ω 1W ±5% (CMS 0603),Composants,0.15,en stock,"30Ω, 1W, tolérance ±5%, CMS 0603","Résistance 30Ω, 1W, ±5%, boîtier CMS 0603."
LS-CO-003789,Résistance 30Ω 1W ±10% (traversant (THT)),Composants,0.16,en stock,"30Ω, 1W, tolérance ±10%, traversant (THT)","Résistance 30Ω, 1W, ±10%, boîtier traversant (THT)."
LS-CO-003790,Résistance 30Ω 1W ±10% (CMS 0805),Composants,0.16,en stock,"30Ω, 1W, tolérance ±10%, CMS 0805","Résistance 30Ω, 1W, ±10%, boîtier CMS 0805."
LS-CO-003791,Résistance 30Ω 1W ±10% (CMS 1206),Composants,0.15,en stock,"30Ω, 1W, tolérance ±10%, CMS 1206","Résistance 30Ω, 1W, ±10%, boîtier CMS 1206."
LS-CO-003792,Résistance 30Ω 1W ±10% (CMS 0603),Composants,0.15,en stock,"30Ω, 1W, tolérance ±10%, CMS 0603","Résistance 30Ω, 1W, ±10%, boîtier CMS 0603."
LS-CO-003793,Résistance 300Ω 1/8W ±1% (traversant (THT)),Composants,0.2,en stock,"300Ω, 1/8W, tolérance ±1%, traversant (THT)","Résistance 300Ω, 1/8W, ±1%, boîtier traversant (THT)."
LS-CO-003794,Résistance 300Ω 1/8W ±1% (CMS 0805),Composants,0.2,en stock,"300Ω, 1/8W, tolérance ±1%, CMS 0805","Résistance 300Ω, 1/8W, ±1%, boîtier CMS 0805."
LS-CO-003795,Résistance 300Ω 1/8W ±1% (CMS 1206),Composants,0.2,en stock,"300Ω, 1/8W, tolérance ±1%, CMS 1206","Résistance 300Ω, 1/8W, ±1%, boîtier CMS 1206."
LS-CO-003796,Résistance 300Ω 1/8W ±1% (CMS 0603),Composants,0.21,en stock,"300Ω, 1/8W, tolérance ±1%, CMS 0603","Résistance 300Ω, 1/8W, ±1%, boîtier CMS 0603."
LS-CO-003797,Résistance 300Ω 1/8W ±5% (traversant (THT)),Composants,0.2,en stock,"300Ω, 1/8W, tolérance ±5%, traversant (THT)","Résistance 300Ω, 1/8W, ±5%, boîtier traversant (THT)."
LS-CO-003798,Résistance 300Ω 1/8W ±5% (CMS 0805),Composants,0.2,en stock,"300Ω, 1/8W, tolérance ±5%, CMS 0805","Résistance 300Ω, 1/8W, ±5%, boîtier CMS 0805."
LS-CO-003799,Résistance 300Ω 1/8W ±5% (CMS 1206),Composants,0.2,stock faible,"300Ω, 1/8W, tolérance ±5%, CMS 1206","Résistance 300Ω, 1/8W, ±5%, boîtier CMS 1206."
LS-CO-003800,Résistance 300Ω 1/8W ±5% (CMS 0603),Composants,0.21,en stock,"300Ω, 1/8W, tolérance ±5%, CMS 0603","Résistance 300Ω, 1/8W, ±5%, boîtier CMS 0603."
LS-CO-003801,Résistance 300Ω 1/8W ±10% (traversant (THT)),Composants,0.2,en stock,"300Ω, 1/8W, tolérance ±10%, traversant (THT)","Résistance 300Ω, 1/8W, ±10%, boîtier traversant (THT)."
LS-CO-003802,Résistance 300Ω 1/8W ±10% (CMS 0805),Composants,0.2,en stock,"300Ω, 1/8W, tolérance ±10%, CMS 0805","Résistance 300Ω, 1/8W, ±10%, boîtier CMS 0805."
LS-CO-003803,Résistance 300Ω 1/8W ±10% (CMS 1206),Composants,0.21,en stock,"300Ω, 1/8W, tolérance ±10%, CMS 1206","Résistance 300Ω, 1/8W, ±10%, boîtier CMS 1206."
LS-CO-003804,Résistance 300Ω 1/8W ±10% (CMS 0603),Composants,0.19,en stock,"300Ω, 1/8W, tolérance ±10%, CMS 0603","Résistance 300Ω, 1/8W, ±10%, boîtier CMS 0603."
LS-CO-003805,Résistance 300Ω 1/4W ±1% (traversant (THT)),Composants,0.21,en stock,"300Ω, 1/4W, tolérance ±1%, traversant (THT)","Résistance 300Ω, 1/4W, ±1%, boîtier traversant (THT)."
LS-CO-003806,Résistance 300Ω 1/4W ±1% (CMS 0805),Composants,0.19,en stock,"300Ω, 1/4W, tolérance ±1%, CMS 0805","Résistance 300Ω, 1/4W, ±1%, boîtier CMS 0805."
LS-CO-003807,Résistance 300Ω 1/4W ±1% (CMS 1206),Composants,0.2,en stock,"300Ω, 1/4W, tolérance ±1%, CMS 1206","Résistance 300Ω, 1/4W, ±1%, boîtier CMS 1206."
LS-CO-003808,Résistance 300Ω 1/4W ±1% (CMS 0603),Composants,0.2,en stock,"300Ω, 1/4W, tolérance ±1%, CMS 0603","Résistance 300Ω, 1/4W, ±1%, boîtier CMS 0603."
LS-CO-003809,Résistance 300Ω 1/4W ±5% (traversant (THT)),Composants,0.21,en stock,"300Ω, 1/4W, tolérance ±5%, traversant (THT)","Résistance 300Ω, 1/4W, ±5%, boîtier traversant (THT)."
LS-CO-003810,Résistance 300Ω 1/4W ±5% (CMS 0805),Composants,0.2,sur commande,"300Ω, 1/4W, tolérance ±5%, CMS 0805","Résistance 300Ω, 1/4W, ±5%, boîtier CMS 0805."
LS-CO-003811,Résistance 300Ω 1/4W ±5% (CMS 1206),Composants,0.2,en stock,"300Ω, 1/4W, tolérance ±5%, CMS 1206","Résistance 300Ω, 1/4W, ±5%, boîtier CMS 1206."
LS-CO-003812,Résistance 300Ω 1/4W ±5% (CMS 0603),Composants,0.2,en stock,"300Ω, 1/4W, tolérance ±5%, CMS 0603","Résistance 300Ω, 1/4W, ±5%, boîtier CMS 0603."
LS-CO-003813,Résistance 300Ω 1/4W ±10% (traversant (THT)),Composants,0.2,rupture de stock,"300Ω, 1/4W, tolérance ±10%, traversant (THT)","Résistance 300Ω, 1/4W, ±10%, boîtier traversant (THT)."
LS-CO-003814,Résistance 300Ω 1/4W ±10% (CMS 0805),Composants,0.21,en stock,"300Ω, 1/4W, tolérance ±10%, CMS 0805","Résistance 300Ω, 1/4W, ±10%, boîtier CMS 0805."
LS-CO-003815,Résistance 300Ω 1/4W ±10% (CMS 1206),Composants,0.21,stock faible,"300Ω, 1/4W, tolérance ±10%, CMS 1206","Résistance 300Ω, 1/4W, ±10%, boîtier CMS 1206."
LS-CO-003816,Résistance 300Ω 1/4W ±10% (CMS 0603),Composants,0.2,en stock,"300Ω, 1/4W, tolérance ±10%, CMS 0603","Résistance 300Ω, 1/4W, ±10%, boîtier CMS 0603."
LS-CO-003817,Résistance 300Ω 1/2W ±1% (traversant (THT)),Composants,0.2,en stock,"300Ω, 1/2W, tolérance ±1%, traversant (THT)","Résistance 300Ω, 1/2W, ±1%, boîtier traversant (THT)."
LS-CO-003818,Résistance 300Ω 1/2W ±1% (CMS 0805),Composants,0.2,stock faible,"300Ω, 1/2W, tolérance ±1%, CMS 0805","Résistance 300Ω, 1/2W, ±1%, boîtier CMS 0805."
LS-CO-003819,Résistance 300Ω 1/2W ±1% (CMS 1206),Composants,0.2,stock faible,"300Ω, 1/2W, tolérance ±1%, CMS 1206","Résistance 300Ω, 1/2W, ±1%, boîtier CMS 1206."
LS-CO-003820,Résistance 300Ω 1/2W ±1% (CMS 0603),Composants,0.2,en stock,"300Ω, 1/2W, tolérance ±1%, CMS 0603","Résistance 300Ω, 1/2W, ±1%, boîtier CMS 0603."
LS-CO-003821,Résistance 300Ω 1/2W ±5% (traversant (THT)),Composants,0.2,en stock,"300Ω, 1/2W, tolérance ±5%, traversant (THT)","Résistance 300Ω, 1/2W, ±5%, boîtier traversant (THT)."
LS-CO-003822,Résistance 300Ω 1/2W ±5% (CMS 0805),Composants,0.2,rupture de stock,"300Ω, 1/2W, tolérance ±5%, CMS 0805","Résistance 300Ω, 1/2W, ±5%, boîtier CMS 0805."
LS-CO-003823,Résistance 300Ω 1/2W ±5% (CMS 1206),Composants,0.21,en stock,"300Ω, 1/2W, tolérance ±5%, CMS 1206","Résistance 300Ω, 1/2W, ±5%, boîtier CMS 1206."
LS-CO-003824,Résistance 300Ω 1/2W ±5% (CMS 0603),Composants,0.2,en stock,"300Ω, 1/2W, tolérance ±5%, CMS 0603","Résistance 300Ω, 1/2W, ±5%, boîtier CMS 0603."
LS-CO-003825,Résistance 300Ω 1/2W ±10% (traversant (THT)),Composants,0.2,en stock,"300Ω, 1/2W, tolérance ±10%, traversant (THT)","Résistance 300Ω, 1/2W, ±10%, boîtier traversant (THT)."
LS-CO-003826,Résistance 300Ω 1/2W ±10% (CMS 0805),Composants,0.21,en stock,"300Ω, 1/2W, tolérance ±10%, CMS 0805","Résistance 300Ω, 1/2W, ±10%, boîtier CMS 0805."
LS-CO-003827,Résistance 300Ω 1/2W ±10% (CMS 1206),Composants,0.19,en stock,"300Ω, 1/2W, tolérance ±10%, CMS 1206","Résistance 300Ω, 1/2W, ±10%, boîtier CMS 1206."
LS-CO-003828,Résistance 300Ω 1/2W ±10% (CMS 0603),Composants,0.2,en stock,"300Ω, 1/2W, tolérance ±10%, CMS 0603","Résistance 300Ω, 1/2W, ±10%, boîtier CMS 0603."
LS-CO-003829,Résistance 300Ω 1W ±1% (traversant (THT)),Composants,0.16,en stock,"300Ω, 1W, tolérance ±1%, traversant (THT)","Résistance 300Ω, 1W, ±1%, boîtier traversant (THT)."
LS-CO-003830,Résistance 300Ω 1W ±1% (CMS 0805),Composants,0.16,en stock,"300Ω, 1W, tolérance ±1%, CMS 0805","Résistance 300Ω, 1W, ±1%, boîtier CMS 0805."
LS-CO-003831,Résistance 300Ω 1W ±1% (CMS 1206),Composants,0.15,en stock,"300Ω, 1W, tolérance ±1%, CMS 1206","Résistance 300Ω, 1W, ±1%, boîtier CMS 1206."
LS-CO-003832,Résistance 300Ω 1W ±1% (CMS 0603),Composants,0.16,en stock,"300Ω, 1W, tolérance ±1%, CMS 0603","Résistance 300Ω, 1W, ±1%, boîtier CMS 0603."
LS-CO-003833,Résistance 300Ω 1W ±5% (traversant (THT)),Composants,0.16,en stock,"300Ω, 1W, tolérance ±5%, traversant (THT)","Résistance 300Ω, 1W, ±5%, boîtier traversant (THT)."
LS-CO-003834,Résistance 300Ω 1W ±5% (CMS 0805),Composants,0.15,en stock,"300Ω, 1W, tolérance ±5%, CMS 0805","Résistance 300Ω, 1W, ±5%, boîtier CMS 0805."
LS-CO-003835,Résistance 300Ω 1W ±5% (CMS 1206),Composants,0.15,en stock,"300Ω, 1W, tolérance ±5%, CMS 1206","Résistance 300Ω, 1W, ±5%, boîtier CMS 1206."
LS-CO-003836,Résistance 300Ω 1W ±5% (CMS 0603),Composants,0.15,en stock,"300Ω, 1W, tolérance ±5%, CMS 0603","Résistance 300Ω, 1W, ±5%, boîtier CMS 0603."
LS-CO-003837,Résistance 300Ω 1W ±10% (traversant (THT)),Composants,0.15,en stock,"300Ω, 1W, tolérance ±10%, traversant (THT)","Résistance 300Ω, 1W, ±10%, boîtier traversant (THT)."
LS-CO-003838,Résistance 300Ω 1W ±10% (CMS 0805),Composants,0.15,en stock,"300Ω, 1W, tolérance ±10%, CMS 0805","Résistance 300Ω, 1W, ±10%, boîtier CMS 0805."
LS-CO-003839,Résistance 300Ω 1W ±10% (CMS 1206),Composants,0.16,en stock,"300Ω, 1W, tolérance ±10%, CMS 1206","Résistance 300Ω, 1W, ±10%, boîtier CMS 1206."
LS-CO-003840,Résistance 300Ω 1W ±10% (CMS 0603),Composants,0.15,stock faible,"300Ω, 1W, tolérance ±10%, CMS 0603","Résistance 300Ω, 1W, ±10%, boîtier CMS 0603."
LS-CO-003841,Résistance 3kΩ 1/8W ±1% (traversant (THT)),Composants,0.21,en stock,"3kΩ, 1/8W, tolérance ±1%, traversant (THT)","Résistance 3kΩ, 1/8W, ±1%, boîtier traversant (THT)."
LS-CO-003842,Résistance 3kΩ 1/8W ±1% (CMS 0805),Composants,0.21,en stock,"3kΩ, 1/8W, tolérance ±1%, CMS 0805","Résistance 3kΩ, 1/8W, ±1%, boîtier CMS 0805."
LS-CO-003843,Résistance 3kΩ 1/8W ±1% (CMS 1206),Composants,0.19,en stock,"3kΩ, 1/8W, tolérance ±1%, CMS 1206","Résistance 3kΩ, 1/8W, ±1%, boîtier CMS 1206."
LS-CO-003844,Résistance 3kΩ 1/8W ±1% (CMS 0603),Composants,0.2,en stock,"3kΩ, 1/8W, tolérance ±1%, CMS 0603","Résistance 3kΩ, 1/8W, ±1%, boîtier CMS 0603."
LS-CO-003845,Résistance 3kΩ 1/8W ±5% (traversant (THT)),Composants,0.21,stock faible,"3kΩ, 1/8W, tolérance ±5%, traversant (THT)","Résistance 3kΩ, 1/8W, ±5%, boîtier traversant (THT)."
LS-CO-003846,Résistance 3kΩ 1/8W ±5% (CMS 0805),Composants,0.21,stock faible,"3kΩ, 1/8W, tolérance ±5%, CMS 0805","Résistance 3kΩ, 1/8W, ±5%, boîtier CMS 0805."
LS-CO-003847,Résistance 3kΩ 1/8W ±5% (CMS 1206),Composants,0.2,en stock,"3kΩ, 1/8W, tolérance ±5%, CMS 1206","Résistance 3kΩ, 1/8W, ±5%, boîtier CMS 1206."
LS-CO-003848,Résistance 3kΩ 1/8W ±5% (CMS 0603),Composants,0.21,rupture de stock,"3kΩ, 1/8W, tolérance ±5%, CMS 0603","Résistance 3kΩ, 1/8W, ±5%, boîtier CMS 0603."
LS-CO-003849,Résistance 3kΩ 1/8W ±10% (traversant (THT)),Composants,0.21,en stock,"3kΩ, 1/8W, tolérance ±10%, traversant (THT)","Résistance 3kΩ, 1/8W, ±10%, boîtier traversant (THT)."
LS-CO-003850,Résistance 3kΩ 1/8W ±10% (CMS 0805),Composants,0.2,en stock,"3kΩ, 1/8W, tolérance ±10%, CMS 0805","Résistance 3kΩ, 1/8W, ±10%, boîtier CMS 0805."
LS-CO-003851,Résistance 3kΩ 1/8W ±10% (CMS 1206),Composants,0.21,en stock,"3kΩ, 1/8W, tolérance ±10%, CMS 1206","Résistance 3kΩ, 1/8W, ±10%, boîtier CMS 1206."
LS-CO-003852,Résistance 3kΩ 1/8W ±10% (CMS 0603),Composants,0.21,en stock,"3kΩ, 1/8W, tolérance ±10%, CMS 0603","Résistance 3kΩ, 1/8W, ±10%, boîtier CMS 0603."
LS-CO-003853,Résistance 3kΩ 1/4W ±1% (traversant (THT)),Composants,0.21,en stock,"3kΩ, 1/4W, tolérance ±1%, traversant (THT)","Résistance 3kΩ, 1/4W, ±1%, boîtier traversant (THT)."
LS-CO-003854,Résistance 3kΩ 1/4W ±1% (CMS 0805),Composants,0.21,en stock,"3kΩ, 1/4W, tolérance ±1%, CMS 0805","Résistance 3kΩ, 1/4W, ±1%, boîtier CMS 0805."
LS-CO-003855,Résistance 3kΩ 1/4W ±1% (CMS 1206),Composants,0.2,en stock,"3kΩ, 1/4W, tolérance ±1%, CMS 1206","Résistance 3kΩ, 1/4W, ±1%, boîtier CMS 1206."
LS-CO-003856,Résistance 3kΩ 1/4W ±1% (CMS 0603),Composants,0.21,en stock,"3kΩ, 1/4W, tolérance ±1%, CMS 0603","Résistance 3kΩ, 1/4W, ±1%, boîtier CMS 0603."
LS-CO-003857,Résistance 3kΩ 1/4W ±5% (traversant (THT)),Composants,0.2,en stock,"3kΩ, 1/4W, tolérance ±5%, traversant (THT)","Résistance 3kΩ, 1/4W, ±5%, boîtier traversant (THT)."
LS-CO-003858,Résistance 3kΩ 1/4W ±5% (CMS 0805),Composants,0.19,en stock,"3kΩ, 1/4W, tolérance ±5%, CMS 0805","Résistance 3kΩ, 1/4W, ±5%, boîtier CMS 0805."
LS-CO-003859,Résistance 3kΩ 1/4W ±5% (CMS 1206),Composants,0.2,en stock,"3kΩ, 1/4W, tolérance ±5%, CMS 1206","Résistance 3kΩ, 1/4W, ±5%, boîtier CMS 1206."
LS-CO-003860,Résistance 3kΩ 1/4W ±5% (CMS 0603),Composants,0.2,en stock,"3kΩ, 1/4W, tolérance ±5%, CMS 0603","Résistance 3kΩ, 1/4W, ±5%, boîtier CMS 0603."
LS-CO-003861,Résistance 3kΩ 1/4W ±10% (traversant (THT)),Composants,0.19,en stock,"3kΩ, 1/4W, tolérance ±10%, traversant (THT)","Résistance 3kΩ, 1/4W, ±10%, boîtier traversant (THT)."
LS-CO-003862,Résistance 3kΩ 1/4W ±10% (CMS 0805),Composants,0.2,en stock,"3kΩ, 1/4W, tolérance ±10%, CMS 0805","Résistance 3kΩ, 1/4W, ±10%, boîtier CMS 0805."
LS-CO-003863,Résistance 3kΩ 1/4W ±10% (CMS 1206),Composants,0.21,en stock,"3kΩ, 1/4W, tolérance ±10%, CMS 1206","Résistance 3kΩ, 1/4W, ±10%, boîtier CMS 1206."
LS-CO-003864,Résistance 3kΩ 1/4W ±10% (CMS 0603),Composants,0.19,en stock,"3kΩ, 1/4W, tolérance ±10%, CMS 0603","Résistance 3kΩ, 1/4W, ±10%, boîtier CMS 0603."
LS-CO-003865,Résistance 3kΩ 1/2W ±1% (traversant (THT)),Composants,0.19,en stock,"3kΩ, 1/2W, tolérance ±1%, traversant (THT)","Résistance 3kΩ, 1/2W, ±1%, boîtier traversant (THT)."
LS-CO-003866,Résistance 3kΩ 1/2W ±1% (CMS 0805),Composants,0.2,en stock,"3kΩ, 1/2W, tolérance ±1%, CMS 0805","Résistance 3kΩ, 1/2W, ±1%, boîtier CMS 0805."
LS-CO-003867,Résistance 3kΩ 1/2W ±1% (CMS 1206),Composants,0.2,en stock,"3kΩ, 1/2W, tolérance ±1%, CMS 1206","Résistance 3kΩ, 1/2W, ±1%, boîtier CMS 1206."
LS-CO-003868,Résistance 3kΩ 1/2W ±1% (CMS 0603),Composants,0.2,en stock,"3kΩ, 1/2W, tolérance ±1%, CMS 0603","Résistance 3kΩ, 1/2W, ±1%, boîtier CMS 0603."
LS-CO-003869,Résistance 3kΩ 1/2W ±5% (traversant (THT)),Composants,0.2,stock faible,"3kΩ, 1/2W, tolérance ±5%, traversant (THT)","Résistance 3kΩ, 1/2W, ±5%, boîtier traversant (THT)."
LS-CO-003870,Résistance 3kΩ 1/2W ±5% (CMS 0805),Composants,0.2,rupture de stock,"3kΩ, 1/2W, tolérance ±5%, CMS 0805","Résistance 3kΩ, 1/2W, ±5%, boîtier CMS 0805."
LS-CO-003871,Résistance 3kΩ 1/2W ±5% (CMS 1206),Composants,0.21,en stock,"3kΩ, 1/2W, tolérance ±5%, CMS 1206","Résistance 3kΩ, 1/2W, ±5%, boîtier CMS 1206."
LS-CO-003872,Résistance 3kΩ 1/2W ±5% (CMS 0603),Composants,0.2,en stock,"3kΩ, 1/2W, tolérance ±5%, CMS 0603","Résistance 3kΩ, 1/2W, ±5%, boîtier CMS 0603."
LS-CO-003873,Résistance 3kΩ 1/2W ±10% (traversant (THT)),Composants,0.2,en stock,"3kΩ, 1/2W, tolérance ±10%, traversant (THT)","Résistance 3kΩ, 1/2W, ±10%, boîtier traversant (THT)."
LS-CO-003874,Résistance 3kΩ 1/2W ±10% (CMS 0805),Composants,0.2,stock faible,"3kΩ, 1/2W, tolérance ±10%, CMS 0805","Résistance 3kΩ, 1/2W, ±10%, boîtier CMS 0805."
LS-CO-003875,Résistance 3kΩ 1/2W ±10% (CMS 1206),Composants,0.2,en stock,"3kΩ, 1/2W, tolérance ±10%, CMS 1206","Résistance 3kΩ, 1/2W, ±10%, boîtier CMS 1206."
LS-CO-003876,Résistance 3kΩ 1/2W ±10% (CMS 0603),Composants,0.2,en stock,"3kΩ, 1/2W, tolérance ±10%, CMS 0603","Résistance 3kΩ, 1/2W, ±10%, boîtier CMS 0603."
LS-CO-003877,Résistance 3kΩ 1W ±1% (traversant (THT)),Composants,0.15,en stock,"3kΩ, 1W, tolérance ±1%, traversant (THT)","Résistance 3kΩ, 1W, ±1%, boîtier traversant (THT)."
LS-CO-003878,Résistance 3kΩ 1W ±1% (CMS 0805),Composants,0.15,en stock,"3kΩ, 1W, tolérance ±1%, CMS 0805","Résistance 3kΩ, 1W, ±1%, boîtier CMS 0805."
LS-CO-003879,Résistance 3kΩ 1W ±1% (CMS 1206),Composants,0.16,rupture de stock,"3kΩ, 1W, tolérance ±1%, CMS 1206","Résistance 3kΩ, 1W, ±1%, boîtier CMS 1206."
LS-CO-003880,Résistance 3kΩ 1W ±1% (CMS 0603),Composants,0.15,sur commande,"3kΩ, 1W, tolérance ±1%, CMS 0603","Résistance 3kΩ, 1W, ±1%, boîtier CMS 0603."
LS-CO-003881,Résistance 3kΩ 1W ±5% (traversant (THT)),Composants,0.16,en stock,"3kΩ, 1W, tolérance ±5%, traversant (THT)","Résistance 3kΩ, 1W, ±5%, boîtier traversant (THT)."
LS-CO-003882,Résistance 3kΩ 1W ±5% (CMS 0805),Composants,0.15,en stock,"3kΩ, 1W, tolérance ±5%, CMS 0805","Résistance 3kΩ, 1W, ±5%, boîtier CMS 0805."
LS-CO-003883,Résistance 3kΩ 1W ±5% (CMS 1206),Composants,0.15,en stock,"3kΩ, 1W, tolérance ±5%, CMS 1206","Résistance 3kΩ, 1W, ±5%, boîtier CMS 1206."
LS-CO-003884,Résistance 3kΩ 1W ±5% (CMS 0603),Composants,0.15,en stock,"3kΩ, 1W, tolérance ±5%, CMS 0603","Résistance 3kΩ, 1W, ±5%, boîtier CMS 0603."
LS-CO-003885,Résistance 3kΩ 1W ±10% (traversant (THT)),Composants,0.15,en stock,"3kΩ, 1W, tolérance ±10%, traversant (THT)","Résistance 3kΩ, 1W, ±10%, boîtier traversant (THT)."
LS-CO-003886,Résistance 3kΩ 1W ±10% (CMS 0805),Composants,0.16,en stock,"3kΩ, 1W, tolérance ±10%, CMS 0805","Résistance 3kΩ, 1W, ±10%, boîtier CMS 0805."
LS-CO-003887,Résistance 3kΩ 1W ±10% (CMS 1206),Composants,0.15,en stock,"3kΩ, 1W, tolérance ±10%, CMS 1206","Résistance 3kΩ, 1W, ±10%, boîtier CMS 1206."
LS-CO-003888,Résistance 3kΩ 1W ±10% (CMS 0603),Composants,0.15,en stock,"3kΩ, 1W, tolérance ±10%, CMS 0603","Résistance 3kΩ, 1W, ±10%, boîtier CMS 0603."
LS-CO-003889,Résistance 30kΩ 1/8W ±1% (traversant (THT)),Composants,0.2,en stock,"30kΩ, 1/8W, tolérance ±1%, traversant (THT)","Résistance 30kΩ, 1/8W, ±1%, boîtier traversant (THT)."
LS-CO-003890,Résistance 30kΩ 1/8W ±1% (CMS 0805),Composants,0.21,en stock,"30kΩ, 1/8W, tolérance ±1%, CMS 0805","Résistance 30kΩ, 1/8W, ±1%, boîtier CMS 0805."
LS-CO-003891,Résistance 30kΩ 1/8W ±1% (CMS 1206),Composants,0.2,stock faible,"30kΩ, 1/8W, tolérance ±1%, CMS 1206","Résistance 30kΩ, 1/8W, ±1%, boîtier CMS 1206."
LS-CO-003892,Résistance 30kΩ 1/8W ±1% (CMS 0603),Composants,0.2,rupture de stock,"30kΩ, 1/8W, tolérance ±1%, CMS 0603","Résistance 30kΩ, 1/8W, ±1%, boîtier CMS 0603."
LS-CO-003893,Résistance 30kΩ 1/8W ±5% (traversant (THT)),Composants,0.2,en stock,"30kΩ, 1/8W, tolérance ±5%, traversant (THT)","Résistance 30kΩ, 1/8W, ±5%, boîtier traversant (THT)."
LS-CO-003894,Résistance 30kΩ 1/8W ±5% (CMS 0805),Composants,0.2,en stock,"30kΩ, 1/8W, tolérance ±5%, CMS 0805","Résistance 30kΩ, 1/8W, ±5%, boîtier CMS 0805."
LS-CO-003895,Résistance 30kΩ 1/8W ±5% (CMS 1206),Composants,0.2,en stock,"30kΩ, 1/8W, tolérance ±5%, CMS 1206","Résistance 30kΩ, 1/8W, ±5%, boîtier CMS 1206."
LS-CO-003896,Résistance 30kΩ 1/8W ±5% (CMS 0603),Composants,0.2,en stock,"30kΩ, 1/8W, tolérance ±5%, CMS 0603","Résistance 30kΩ, 1/8W, ±5%, boîtier CMS 0603."
LS-CO-003897,Résistance 30kΩ 1/8W ±10% (traversant (THT)),Composants,0.21,en stock,"30kΩ, 1/8W, tolérance ±10%, traversant (THT)","Résistance 30kΩ, 1/8W, ±10%, boîtier traversant (THT)."
LS-CO-003898,Résistance 30kΩ 1/8W ±10% (CMS 0805),Composants,0.21,en stock,"30kΩ, 1/8W, tolérance ±10%, CMS 0805","Résistance 30kΩ, 1/8W, ±10%, boîtier CMS 0805."
LS-CO-003899,Résistance 30kΩ 1/8W ±10% (CMS 1206),Composants,0.2,rupture de stock,"30kΩ, 1/8W, tolérance ±10%, CMS 1206","Résistance 30kΩ, 1/8W, ±10%, boîtier CMS 1206."
LS-CO-003900,Résistance 30kΩ 1/8W ±10% (CMS 0603),Composants,0.2,en stock,"30kΩ, 1/8W, tolérance ±10%, CMS 0603","Résistance 30kΩ, 1/8W, ±10%, boîtier CMS 0603."
LS-CO-003901,Résistance 30kΩ 1/4W ±1% (traversant (THT)),Composants,0.21,en stock,"30kΩ, 1/4W, tolérance ±1%, traversant (THT)","Résistance 30kΩ, 1/4W, ±1%, boîtier traversant (THT)."
LS-CO-003902,Résistance 30kΩ 1/4W ±1% (CMS 0805),Composants,0.21,en stock,"30kΩ, 1/4W, tolérance ±1%, CMS 0805","Résistance 30kΩ, 1/4W, ±1%, boîtier CMS 0805."
LS-CO-003903,Résistance 30kΩ 1/4W ±1% (CMS 1206),Composants,0.21,rupture de stock,"30kΩ, 1/4W, tolérance ±1%, CMS 1206","Résistance 30kΩ, 1/4W, ±1%, boîtier CMS 1206."
LS-CO-003904,Résistance 30kΩ 1/4W ±1% (CMS 0603),Composants,0.21,en stock,"30kΩ, 1/4W, tolérance ±1%, CMS 0603","Résistance 30kΩ, 1/4W, ±1%, boîtier CMS 0603."
LS-CO-003905,Résistance 30kΩ 1/4W ±5% (traversant (THT)),Composants,0.21,en stock,"30kΩ, 1/4W, tolérance ±5%, traversant (THT)","Résistance 30kΩ, 1/4W, ±5%, boîtier traversant (THT)."
LS-CO-003906,Résistance 30kΩ 1/4W ±5% (CMS 0805),Composants,0.2,en stock,"30kΩ, 1/4W, tolérance ±5%, CMS 0805","Résistance 30kΩ, 1/4W, ±5%, boîtier CMS 0805."
LS-CO-003907,Résistance 30kΩ 1/4W ±5% (CMS 1206),Composants,0.21,stock faible,"30kΩ, 1/4W, tolérance ±5%, CMS 1206","Résistance 30kΩ, 1/4W, ±5%, boîtier CMS 1206."
LS-CO-003908,Résistance 30kΩ 1/4W ±5% (CMS 0603),Composants,0.2,en stock,"30kΩ, 1/4W, tolérance ±5%, CMS 0603","Résistance 30kΩ, 1/4W, ±5%, boîtier CMS 0603."
LS-CO-003909,Résistance 30kΩ 1/4W ±10% (traversant (THT)),Composants,0.2,en stock,"30kΩ, 1/4W, tolérance ±10%, traversant (THT)","Résistance 30kΩ, 1/4W, ±10%, boîtier traversant (THT)."
LS-CO-003910,Résistance 30kΩ 1/4W ±10% (CMS 0805),Composants,0.2,en stock,"30kΩ, 1/4W, tolérance ±10%, CMS 0805","Résistance 30kΩ, 1/4W, ±10%, boîtier CMS 0805."
LS-CO-003911,Résistance 30kΩ 1/4W ±10% (CMS 1206),Composants,0.2,stock faible,"30kΩ, 1/4W, tolérance ±10%, CMS 1206","Résistance 30kΩ, 1/4W, ±10%, boîtier CMS 1206."
LS-CO-003912,Résistance 30kΩ 1/4W ±10% (CMS 0603),Composants,0.21,en stock,"30kΩ, 1/4W, tolérance ±10%, CMS 0603","Résistance 30kΩ, 1/4W, ±10%, boîtier CMS 0603."
